       textosEads  ClassEmociones
13907        5649               1
13908       13811               4
13909        7965               2
13910       10506               0
13911        4625               2
13912       13319               1
13913        1008               0
13914       11888               2
13915         166               0
13916        9369               4
13917        8174               2
13918        2767               0
13919        3431               4
13920        1426               4
13921        8062               1
13922       12615               2
13923       12577               2
13924        7541               1
13925       10068               4
13926        5619               2
13927        3919               2
13928        4692               2
13929       13212               4
13930        7725               2
13931       13340               1
13932         269               3
13933        4211               0
13934       10791               2
13935        3051               2
13936       13620               2
13937       15854               4
13938       11540               2
13939        9296               4
13940        5215               4
13941        2595               0
13942       11678               2
13943        3340               0
13944        6888               0
13945       13261               2
13946        2622               3
13947         738               4
13948       11253               1
13949       12494               1
13950        2546               0
13951        9520               1
13952        7345               1
13953       11999               4
13954        3096               2
13955        6728               4
13956        3648               2
13957        8774               4
13958       13465               1
13959       10970               3
13960        7686               5
13961       14642               3
13962       10341               2
13963        7420               4
13964         842               2
13965       11933               1
13966        3673               4
13967       14837               2
13968        7409               2
13969        2304               4
13970        3220               4
13971        1220               0
13972       14395               0
13973       11281               1
13974        6752               3
13975        9905               2
13976        9316               2
13977        2268               2
13978        4368               4
13979       13070               4
13980        9674               4
13981       11867               4
13982       13220               2
13983        8334               3
13984       15572               2
13985       14826               1
13986        2072               2
13987       11396               4
13988        4375               4
13989        1415               1
13990       12764               4
13991       10773               4
13992       13248               4
13993       15599               0
13994        5795               0
13995       10627               2
13996        3538               4
13997       11773               4
13998       15929               0
13999        2835               4
14000        5664               3
14001        1319               1
14002       12357               0
14003       13853               4
14004       12376               2
14005         360               2
14006       15351               2
14007       11877               3
14008        2588               0
14009        1052               0
14010       11015               0
14011        2609               1
14012       15967               1
14013        2642               2
14014        5409               3
14015        5523               1
14016       13553               1
14017       15458               5
14018       13882               2
14019        7724               2
14020        8074               1
14021        6885               4
14022        6808               4
14023        6442               4
14024       10775               3
14025        4271               5
14026       10259               2
14027        1923               3
14028        4111               2
14029        4803               2
14030        4956               3
14031        3039               2
14032        2627               3
14033       14352               5
14034       10837               4
14035       13080               2
14036        1929               2
14037        5241               2
14038        8487               2
14039       15936               0
14040       14860               4
14041        8293               2
14042        8891               0
14043        5634               3
14044        1437               2
14045        8566               1
14046        2381               1
14047       13752               4
14048        5941               3
14049       12216               4
14050       12637               4
14051        5880               4
14052        7923               2
14053        4767               4
14054        3987               4
14055        9442               3
14056        8648               2
14057        1926               4
14058        6886               4
14059       15732               2
14060       11963               5
14061        6879               0
14062        8810               4
14063           8               4
14064        4494               4
14065       12612               2
14066       15350               3
14067        5528               1
14068        8814               4
14069       13636               4
14070        1533               4
14071        4445               2
14072        7978               4
14073        2867               4
14074       15517               2
14075        6466               4
14076        3023               5
14077       14711               3
14078        5401               5
14079        3686               4
14080        3253               4
14081        5891               3
14082        6449               0
14083        6867               4
14084       10728               2
14085        8101               0
14086        9784               4
14087        8994               2
14088        5605               2
14089       12532               2
14090       14150               4
14091        4574               0
14092       15605               5
14093        1408               2
14094        2860               4
14095       13045               1
14096       14441               4
14097        8310               2
14098       13489               2
14099        7926               4
14100        8446               2
14101        3994               4
14102       13006               2
14103       15452               4
14104        9575               1
14105       15193               5
14106        9053               2
14107        4852               5
14108       14695               3
14109       15094               2
14110        1102               3
14111       11123               2
14112        7110               4
14113       15397               1
14114       14432               0
14115        9412               2
14116       10367               1
14117        1241               4
14118       14497               3
14119        2236               4
14120       12404               4
14121       11643               4
14122       13983               4
14123        1883               2
14124       13186               2
14125        2695               4
14126       13908               1
14127       14561               0
14128       14609               2
14129        5838               4
14130       13493               4
14131        1051               5
14132       12171               4
14133       14618               5
14134       13792               4
14135       15765               1
14136        6935               3
14137       15450               3
14138        2587               4
14139        1322               1
14140       12233               4
14141        8604               4
14142        2001               4
14143        9636               2
14144       12553               4
14145       10787               2
14146        6761               2
14147        9092               4
14148       10389               3
14149       13671               2
14150        7987               2
14151        1761               0
14152        1858               4
14153        4573               2
14154        9540               2
14155        7475               4
14156       15516               4
14157        2053               2
14158        7029               4
14159        2573               4
14160        5163               4
14161         980               4
14162       12409               4
14163        1373               0
14164        5982               0
14165       10997               0
14166       13023               4
14167       14679               3
14168       13578               3
14169       13714               4
14170       12543               0
14171       12336               4
14172        5843               3
14173        8853               4
14174        1842               4
14175        1589               2
14176        6138               1
14177       10412               3
14178        7211               2
14179       10492               1
14180       14077               4
14181        9195               2
14182        7603               2
14183       11076               4
14184       10554               4
14185       14863               0
14186       10079               3
14187        2972               2
14188         778               3
14189        8450               2
14190        8908               3
14191       14514               2
14192        2218               3
14193       11456               2
14194       12785               2
14195        2606               4
14196        9281               1
14197        5021               5
14198       13136               4
14199       12726               2
14200       12394               1
14201        7495               4
14202        3716               2
14203        1520               1
14204       12779               4
14205        4295               4
14206        1699               4
14207        9094               0
14208        4471               4
14209        7368               2
14210       12698               2
14211        7682               3
14212        1096               1
14213        4545               3
14214        3878               5
14215        7971               4
14216        2290               4
14217         626               2
14218        7308               5
14219        4883               0
14220       12153               1
14221        1472               2
14222         117               2
14223        9717               4
14224        8259               2
14225        3175               4
14226       12133               5
14227        8700               1
14228        3727               0
14229       12178               2
14230        3587               2
14231       14768               1
14232        7018               2
14233       13923               4
14234       13572               4
14235        8017               2
14236       15489               0
14237        3679               4
14238       13679               1
14239       10267               1
14240        4524               0
14241        3748               0
14242        5412               4
14243        2374               0
14244        3948               4
14245         284               4
14246        7861               4
14247        7963               2
14248        2059               1
14249        4311               3
14250        9237               4
14251       14605               4
14252       11056               4
14253        4965               1
14254       13507               1
14255       14779               4
14256        3902               2
14257        8470               2
14258       11612               0
14259        4136               4
14260        5147               3
14261        9531               2
14262        1488               1
14263       10374               4
14264       11885               1
14265        9069               3
14266        6928               4
14267       15390               4
14268        2060               2
14269        7860               4
14270       14196               2
14271        2731               2
14272        4507               3
14273       13322               2
14274       10182               4
14275        9158               2
14276       10594               4
14277        5478               1
14278         476               4
14279       12109               2
14280        7842               2
14281        1915               0
14282        6556               0
14283        2359               0
14284       13644               1
14285         573               0
14286       14857               2
14287       11903               5
14288        3942               4
14289       14371               4
14290        9617               0
14291        8803               2
14292        6133               1
14293        5186               0
14294        6801               4
14295        5423               2
14296       15051               0
14297       12344               4
14298        8498               2
14299       10099               1
14300       15641               0
14301        6945               1
14302       12186               0
14303       13506               2
14304       15404               1
14305        4704               0
14306         380               2
14307       14133               0
14308        8610               0
14309        6589               0
14310        1697               0
14311        1972               1
14312        7536               2
14313        7020               2
14314        2070               5
14315        2842               4
14316        1054               1
14317       13902               2
14318        6926               4
14319        7004               4
14320        8278               4
14321        4696               2
14322         294               4
14323        8332               4
14324        3054               2
14325        4611               0
14326       13498               0
14327        5471               2
14328       10446               1
14329        6472               3
14330       14485               4
14331         557               2
14332        5747               2
14333        4497               0
14334        7719               4
14335       13845               2
14336       15583               1
14337        6004               1
14338        6355               2
14339        1094               4
14340       11790               4
14341       11153               0
14342       15941               2
14343       10747               3
14344       13694               0
14345       12324               4
14346       13893               5
14347       12921               2
14348        5211               2
14349        4491               4
14350       10327               4
14351        8998               4
14352       14440               0
14353       10971               4
14354        7130               2
14355       11901               4
14356       13445               2
14357        6477               0
14358        6335               2
14359        5973               2
14360        1625               0
14361        2098               2
14362         658               2
14363        6150               4
14364         522               4
14365        7778               2
14366         633               0
14367        3550               2
14368        6863               3
14369       15398               1
14370        7658               5
14371       15480               4
14372        9131               3
14373        2133               5
14374        1550               4
14375        6511               0
14376         677               1
14377        3216               1
14378        5075               0
14379        8938               0
14380        2559               2
14381       13223               0
14382       14895               0
14383        6791               3
14384        3215               1
14385       11431               3
14386        8143               2
14387        8458               0
14388       14775               2
14389        8202               0
14390        1822               2
14391        2071               4
14392        4622               5
14393       14007               1
14394       13603               2
14395        3827               2
14396       10657               4
14397        6930               4
14398       10392               0
14399       13782               2
14400       11300               3
14401        6245               4
14402        4451               4
14403       14760               4
14404        4691               2
14405       13356               1
14406        8038               2
14407        1000               1
14408       13371               0
14409       13886               3
14410          22               1
14411        4928               0
14412        9137               2
14413       12753               4
14414        4199               2
14415        7073               3
14416       13266               2
14417        8919               1
14418        9179               4
14419         997               2
14420       10089               4
14421        4084               2
14422        8532               2
14423        4158               2
14424        6966               2
14425       13825               2
14426       12185               2
14427        2221               2
14428        2685               3
14429        7824               4
14430        1999               0
14431        5806               2
14432        8321               4
14433        4576               2
14434        1676               3
14435       12248               4
14436        6078               2
14437        4504               4
14438       15178               2
14439        9433               4
14440        9709               0
14441        5504               1
14442        9479               5
14443        3910               4
14444        7117               4
14445        8003               4
14446         293               4
14447        1609               2
14448        3352               1
14449        6604               4
14450       15313               3
14451       12804               2
14452        4518               4
14453       13422               4
14454        5894               2
14455        3977               0
14456        3865               5
14457       15945               0
14458       13721               4
14459       11541               3
14460       14279               3
14461        1084               3
14462        2442               3
14463        3410               1
14464       11309               3
14465        1211               2
14466       11783               4
14467       10243               5
14468        4257               4
14469        4135               4
14470        5574               2
14471        8391               4
14472        1862               1
14473        8363               2
14474        7979               2
14475       13604               4
14476        9842               4
14477        7148               2
14478       10179               0
14479       15093               4
14480       15703               2
14481        3401               2
14482        3552               2
14483        4897               1
14484         135               1
14485        1845               1
14486       15429               2
14487        6339               2
14488        8071               2
14489        6637               1
14490        6598               4
14491        5732               4
14492        2737               4
14493       11591               2
14494        8424               0
14495       13103               3
14496        4715               2
14497        6200               0
14498        8448               2
14499        7099               4
14500         260               3
14501       15360               2
14502        9975               4
14503       10776               3
14504        1199               4
14505       15235               3
14506        7113               1
14507         927               0
14508       12265               4
14509       10681               4
14510        4941               4
14511        8987               4
14512        9242               4
14513        6847               4
14514         936               4
14515        5823               0
14516        8782               4
14517       15200               2
14518         550               2
14519        3180               4
14520         601               4
14521        2181               1
14522        7820               1
14523        2210               2
14524        5789               2
14525       14982               0
14526       14674               2
14527         905               3
14528         265               2
14529       11668               2
14530       13580               4
14531       13254               4
14532       13948               2
14533       11984               2
14534        1805               0
14535        3696               4
14536        9447               4
14537        6435               4
14538        5173               4
14539        4258               4
14540         463               1
14541       11264               4
14542       13157               2
14543        1244               4
14544       10170               4
14545        6542               1
14546        3600               4
14547        5195               1
14548        5254               4
14549        9031               2
14550        1355               4
14551       11415               4
14552       12218               4
14553        8691               1
14554        2873               1
14555        1326               0
14556       15491               1
14557       14370               1
14558       10925               2
14559        9529               0
14560        6920               4
14561        2815               0
14562        4433               2
14563       14712               0
14564        9066               4
14565       12349               2
14566       11671               3
14567       13297               2
14568       11912               2
14569       12332               4
14570       11826               4
14571       12509               2
14572        7907               4
14573        1077               4
14574        1486               0
14575       12113               4
14576        6850               4
14577        8685               0
14578        9216               0
14579         763               2
14580       13092               0
14581        3444               4
14582       15011               1
14583       15695               0
14584        5760               1
14585        3856               4
14586        2714               0
14587       10642               2
14588       10936               4
14589        2826               1
14590        1577               4
14591       11950               4
14592       11194               2
14593        3854               5
14594        2992               4
14595        9397               1
14596       14632               1
14597       14965               5
14598       10010               4
14599       10271               2
14600        6347               4
14601        6083               4
14602        1655               2
14603        1093               2
14604        9335               4
14605        8917               1
14606       15227               1
14607        1112               1
14608        8833               1
14609        8263               3
14610        6366               2
14611         515               5
14612        9136               4
14613        7587               2
14614        8544               0
14615        4860               4
14616        8372               4
14617       13161               4
14618       15556               0
14619        9976               4
14620       11754               0
14621        4343               4
14622       14741               2
14623        6423               2
14624       12955               4
14625         912               2
14626        5022               4
14627       14868               4
14628       12424               2
14629       11579               2
14630        7038               4
14631       11573               2
14632        9909               2
14633        1070               2
14634        6357               1
14635        1874               4
14636        7952               2
14637        9932               2
14638         440               3
14639        2910               2
14640        1543               0
14641        2796               2
14642        4614               2
14643       14131               0
14644        4903               4
14645        2349               2
14646        2819               2
14647       14053               0
14648       14329               4
14649       15401               0
14650        4700               0
14651       13281               5
14652        9929               4
14653         496               4
14654        7801               4
14655       12634               4
14656        7010               0
14657       10759               2
14658        8269               1
14659       13142               4
14660        1272               0
14661        6638               0
14662       12602               4
14663        9364               4
14664        9097               2
14665        2656               4
14666        4236               2
14667        3334               2
14668        7224               1
14669        6625               2
14670        7839               3
14671        5366               4
14672       11793               4
14673       15852               0
14674        4987               1
14675       13429               0
14676        4714               4
14677        9483               2
14678       10296               3
14679        5800               0
14680        8959               2
14681        9877               4
14682        5452               4
14683        6267               2
14684        2934               5
14685        3285               1
14686        4061               2
14687        1922               2
14688        8876               4
14689        4942               1
14690        2309               4
14691        3439               2
14692        8877               2
14693       12010               3
14694       10727               2
14695       13198               4
14696        2385               4
14697        5900               5
14698       10160               0
14699       10770               4
14700       13191               0
14701       15949               4
14702       14593               4
14703        4049               4
14704        3530               0
14705       15693               4
14706        4719               4
14707        7385               2
14708       13793               5
14709        6800               4
14710       10266               0
14711         158               5
14712        8489               2
14713       13061               2
14714       15210               2
14715       11438               3
14716       13195               4
14717        8825               4
14718         946               4
14719        6599               4
14720       14307               2
14721        8744               4
14722       13557               4
14723       13808               4
14724       15346               1
14725       15486               4
14726        9173               0
14727       10144               4
14728       12958               1
14729       15557               3
14730        4554               0
14731       10254               2
14732        2248               3
14733        9083               4
14734       13323               4
14735       15270               1
14736        4048               4
14737       12590               4
14738       11854               0
14739       12180               4
14740        9061               2
14741          64               1
14742        5859               0
14743       10735               0
14744        3068               2
14745        3357               2
14746       10525               2
14747        1234               2
14748        2272               1
14749        7204               4
14750       12946               2
14751       11154               5
14752        8913               0
14753        3993               2
14754       15334               4
14755        4938               4
14756       15608               4
14757       11860               3
14758        6819               4
14759        3853               2
14760       10005               2
14761        2959               2
14762        6704               2
14763        1496               2
14764         368               5
14765        8085               2
14766       14718               1
14767       10740               1
14768         464               5
14769       13338               2
14770        5246               2
14771         517               0
14772        4842               4
14773        8314               2
14774        2083               4
14775        9734               0
14776        7049               2
14777        2610               0
14778        9464               2
14779        7819               0
14780       14349               3
14781        2163               0
14782       14848               0
14783         681               4
14784        4988               2
14785        7910               1
14786        7543               2
14787       11342               2
14788       10315               4
14789       10095               3
14790       10218               4
14791        6521               4
14792       12277               2
14793        9505               2
14794        3846               2
14795       14987               2
14796        4264               2
14797        5991               2
14798       12797               1
14799       15503               0
14800        9724               4
14801       14619               2
14802        1836               4
14803       10712               2
14804        7610               2
14805       11131               4
14806       11675               4
14807       12999               2
14808        7061               4
14809        1748               2
14810        7350               2
14811        8600               0
14812       10768               2
14813        3638               4
14814        6842               2
14815        4716               2
14816       14520               2
14817       11411               0
14818        9055               2
14819       13471               2
14820        7885               4
14821        2147               1
14822        6615               4
14823        2202               2
14824        5343               4
14825        5486               0
14826        3801               1
14827        2852               4
14828       13745               4
14829        9958               4
14830        9600               4
14831       12676               3
14832        7394               4
14833       13228               2
14834        9716               0
14835        4911               4
14836        4316               0
14837        4894               4
14838       10829               3
14839       13616               4
14840       13270               1
14841        6486               1
14842        1371               5
14843        4422               2
14844        7391               4
14845       13871               1
14846         419               4
14847       10956               3
14848       12956               2
14849       14073               4
14850       10528               2
14851        6210               0
14852        4152               5
14853       13725               4
14854       10221               2
14855       10869               2
14856        5338               0
14857       11205               3
14858       11896               1
14859        5977               2
14860        4943               0
14861         173               4
14862        4484               4
14863        6691               3
14864       14425               0
14865       10031               4
14866       13339               4
14867       10828               2
14868        5942               4
14869       12851               2
14870        7164               2
14871       15091               4
14872         886               4
14873        8188               0
14874       15788               2
14875        4862               2
14876       12401               0
14877       11439               4
14878       13742               2
14879        1916               2
14880        9263               1
14881        4953               4
14882        1639               2
14883        7193               4
14884        4936               4
14885       11970               4
14886        3052               4
14887       11340               2
14888        8818               1
14889       11109               4
14890       12451               3
14891        2266               3
14892        6809               4
14893         780               1
14894       13271               1
14895       10749               2
14896          47               4
14897       12296               2
14898       15903               0
14899       12163               4
14900        2724               4
14901        8148               4
14902        8318               4
14903        2602               1
14904       14598               4
14905        7330               4
14906        7083               2
14907       10195               4
14908        8164               2
14909        7373               2
14910        7375               4
14911        3304               3
14912       13470               2
14913       13416               4
14914        2485               0
14915        9051               0
14916        5743               2
14917       14010               2
14918        4407               2
14919        8516               5
14920          20               0
14921       11954               1
14922       10487               4
14923       12067               4
14924       14804               2
14925         682               4
14926       11566               1
14927       11353               4
14928        3646               2
14929        4360               1
14930        9236               4
14931        3515               0
14932        1442               2
14933        7676               2
14934        6858               0
14935        4150               2
14936        3972               0
14937        3776               0
14938        1399               1
14939       12353               2
14940       11959               5
14941        5030               1
14942       15546               0
14943        8397               0
14944       11364               2
14945        9182               2
14946        5035               4
14947        3949               4
14948        2887               4
14949        6237               2
14950       12776               0
14951       11500               5
14952         281               4
14953        6177               0
14954        7939               4
14955       14557               2
14956        8429               0
14957       15290               2
14958        8092               1
14959        3788               2
14960        8530               1
14961       14024               2
14962        8594               4
14963        3775               4
14964       12135               2
14965        3849               2
14966        3817               4
14967        6481               2
14968       11698               4
14969        5995               4
14970        3459               2
14971       12503               4
14972       15525               2
14973        5167               4
14974        4906               4
14975        2251               0
14976        7455               2
14977        7054               0
14978         273               4
14979        6451               2
14980        2607               2
14981        7869               1
14982        2913               0
14983        6433               0
14984       12635               3
14985        3553               2
14986       13686               4
14987       15136               2
14988       14700               2
14989        6032               0
14990        7417               4
14991        4995               0
14992       14972               4
14993       11469               4
14994       13384               0
14995        2822               0
14996       12223               3
14997       15832               1
14998       13064               1
14999        4499               2
15000        6101               3
15001       12119               4
15002        5262               2
15003        3183               2
15004       14158               4
15005       15012               2
15006        2099               4
15007        2143               4
15008        9765               4
15009        7072               4
15010       15609               1
15011       14682               4
15012       14786               2
15013       12372               0
15014        3529               0
15015       12368               1
15016        6530               2
15017        7249               3
15018        3745               2
15019       11666               2
15020        2353               2
15021       13610               2
15022        4101               2
15023        2744               4
15024       12488               1
15025        9460               2
15026        5494               2
15027       13621               3
15028       12495               0
15029       14144               2
15030       13761               2
15031       10447               4
15032        5095               2
15033        9729               4
15034        5064               4
15035        6228               1
15036       10774               2
15037       13018               2
15038        8350               5
15039        4245               2
15040        9044               4
15041        9441               2
15042        6803               4
15043        1713               2
15044        6788               2
15045       15621               4
15046       15778               4
15047       10013               2
15048       12290               4
15049       13288               0
15050       12112               4
15051        5080               4
15052         564               2
15053        5065               2
15054       11914               0
15055       14575               2
15056        5067               2
15057        9347               2
15058       15752               1
15059        4389               1
15060        2428               4
15061       13568               4
15062        3074               0
15063        2764               4
15064        4402               4
15065       15568               0
15066        5189               2
15067       12288               1
15068       15661               2
15069        4831               0
15070        4281               4
15071        4457               3
15072       14653               3
15073        4496               4
15074         521               4
15075        8708               4
15076        4546               3
15077        2187               2
15078         184               4
15079        8441               2
15080        9534               4
15081       12700               0
15082        9941               0
15083       10652               2
15084       14162               0
15085       15910               2
15086        1737               3
15087       15245               2
15088       11538               2
15089       10286               3
15090       10558               0
15091       13946               1
15092       13989               2
15093       11734               0
15094        3701               3
15095        1345               3
15096       12973               1
15097        2127               2
15098       13720               0
15099       14659               2
15100        6317               4
15101       11397               3
15102        2574               1
15103        1449               2
15104        9156               2
15105        5996               4
15106        1416               1
15107       13804               2
15108        2171               1
15109        1747               2
15110        7183               4
15111        9469               3
15112        3979               1
15113        7691               2
15114       14559               4
15115        1259               4
15116        7260               4
15117       15405               4
15118        2871               2
15119        2165               2
15120        9230               3
15121        5032               4
15122          26               2
15123       13341               1
15124       15779               2
15125       14359               2
15126        8426               2
15127        7542               2
15128        1253               3
15129        9276               4
15130        9401               4
15131       15963               0
15132       10188               4
15133        1143               0
15134        3628               4
15135       11537               2
15136       15512               4
15137        7356               4
15138        1210               0
15139        6722               2
15140        6260               2
15141        9127               2
15142       14905               1
15143         390               2
15144       14412               0
15145        2733               2
15146       11412               3
15147        9648               1
15148       10931               3
15149       12806               1
15150         651               0
15151       14523               2
15152        9883               4
15153       15059               4
15154       12712               2
15155        4931               3
15156        8033               2
15157        8216               3
15158       11290               1
15159        1351               3
15160       12827               4
15161        3532               1
15162        5768               2
15163        7736               0
15164        7812               1
15165         123               1
15166        6124               3
15167       15327               4
15168       15790               2
15169        1006               1
15170       13813               4
15171        9058               2
15172       14147               2
15173        8971               4
15174       14126               4
15175       10661               0
15176        6759               2
15177        5324               4
15178       11721               1
15179       13596               4
15180        4807               4
15181       12716               1
15182       12707               1
15183        7122               4
15184        5182               2
15185        8014               2
15186        7015               2
15187       14247               4
15188       10284               2
15189       14454               0
15190        8900               0
15191       14805               2
15192        9614               1
15193        1776               2
15194        8279               2
15195        7459               2
15196        9647               2
15197        1461               3
15198        9940               2
15199       14802               2
15200         264               1
15201       13100               0
15202       14576               2
15203       12985               2
15204       10479               4
15205        4377               4
15206       11088               4
15207        9566               2
15208       14604               4
15209        4207               0
15210        9171               4
15211        1948               2
15212        5767               5
15213        7951               3
15214       10538               1
15215       12130               5
15216       14351               1
15217       11437               0
15218        5918               3
15219       15140               2
15220       14519               3
15221       15096               0
15222        1268               0
15223        2720               4
15224        5969               3
15225        9445               4
15226       13346               0
15227       13454               4
15228       14219               4
15229        5047               4
15230        3434               2
